Platform,Region,Instance,On.Demand_Hour,No.UP.1Y_Month,Part.UP.1Y_UP,Part.UP.1Y_Month,All.UP.1Y_UP,Part.UP.3Y_UP,Part.UP.3Y_Month,All.UP.3Y_UP
Windows with SQL Standard,EU (Frankfurt),r3.large,$0.210 per Hour,112.42,783,31.39,1136,1511,24.82,2260
Linux,EU (Frankfurt),i2.2xlarge,$2.026 per Hour,811.76,4257,340.18,8172,6698,270.83,15461
SLES,EU (Frankfurt),t2.small,$0.030 per Hour,16.06,110,5.84,176,224,4.38,358
RHEL,EU (Frankfurt),m3.2xlarge,$0.665 per Hour,367.92,2071,164.25,3961,3288,132.86,7586
Windows,EU (Frankfurt),m3.2xlarge,$0.665 per Hour,367.92,2071,164.25,3961,3288,132.86,7586
Windows with SQL Web,EU (Frankfurt),c3.8xlarge,$2.064 per Hour,1121.28,6096,482.53,11648,12230,351.86,23403
Windows,EU (Frankfurt),r3.4xlarge,$1.684 per Hour,899.36,6267,251.12,9094,12084,198.56,18078
Windows with SQL Web,EU (Ireland),i2.4xlarge,$3.751 per Hour,1503.8,7280,679.63,15126,10960,541.66,28632
SLES,EU (Ireland),t2.medium,$0.056 per Hour,29.2,228,8.76,326,392,8.76,664
SLES,EU (Ireland),m3.large,$0.154 per Hour,84.68,443,41.61,923,673,33.58,1768
Windows with SQL Web,EU (Ireland),r3.2xlarge,$0.780 per Hour,417.56,2790,125.56,4210,5330,99.28,8369
Windows,EU (Ireland),m3.xlarge,$0.308 per Hour,169.36,886,82.49,1838,1345,66.43,3512
SLES,EU (Ireland),c3.large,$0.120 per Hour,65.7,326,29.93,671,508,26.28,1366
RHEL,EU (Ireland),m3.xlarge,$0.308 per Hour,169.36,886,82.49,1838,1345,66.43,3512
SLES,EU (Ireland),r3.xlarge,$0.390 per Hour,208.78,1395,62.78,2105,2665,49.64,4184
SLES,EU (Ireland),r3.2xlarge,$0.780 per Hour,417.56,2790,125.56,4210,5330,99.28,8369
SLES,EU (Ireland),r3.4xlarge,$1.560 per Hour,835.12,5580,251.12,8421,10660,198.56,16739
SLES,EU (Ireland),i2.4xlarge,$3.751 per Hour,1503.8,7280,679.63,15126,10960,541.66,28632
Linux,EU (Ireland),c4.large,$0.132 per Hour,72.27,377,31.39,739,800,21.9,1493
Linux,EU (Ireland),t2.micro,$0.014 per Hour,7.3,57,2.19,81,98,2.19,166
Windows with SQL Standard,EU (Ireland),c3.2xlarge,$0.478 per Hour,262.8,1304,120.45,2694,2031,103.66,5416
SLES,EU (Ireland),r3.large,$0.195 per Hour,104.39,698,31.39,1053,1333,24.82,2092
SLES,EU (Ireland),t2.small,$0.028 per Hour,14.6,114,4.38,163,196,4.38,332
Windows with SQL Standard,EU (Ireland),r3.8xlarge,$3.120 per Hour,1670.24,11160,502.24,16843,21320,397.12,33479
Windows with SQL Standard,EU (Ireland),c4.xlarge,$0.264 per Hour,144.54,754,62.78,1478,1600,43.8,2986
Windows with SQL Standard,EU (Ireland),m3.large,$0.154 per Hour,84.68,443,41.61,923,673,33.58,1768
Windows,EU (Ireland),i2.8xlarge,$7.502 per Hour,3007.6,14560,1359.26,30253,21920,1083.32,57264
Linux,EU (Ireland),i2.4xlarge,$3.751 per Hour,1503.8,7280,679.63,15126,10960,541.66,28632
Windows,EU (Ireland),r3.xlarge,$0.390 per Hour,208.78,1395,62.78,2105,2665,49.64,4184
RHEL,EU (Ireland),c4.8xlarge,$2.112 per Hour,1156.32,6032,502.24,11824,12800,350.4,23888
Windows,EU (Ireland),m3.2xlarge,$0.616 per Hour,338.72,1772,164.25,3668,2691,132.86,7025
Windows with SQL Web,EU (Ireland),c3.xlarge,$0.239 per Hour,131.4,652,60.59,1351,1016,51.83,2708
Linux,EU (Ireland),m3.xlarge,$0.308 per Hour,169.36,886,82.49,1838,1345,66.43,3512
Windows,EU (Ireland),i2.2xlarge,$1.876 per Hour,751.9,3640,340.18,7567,5480,270.83,14316
Windows,EU (Ireland),r3.4xlarge,$1.560 per Hour,835.12,5580,251.12,8421,10660,198.56,16739
Linux,EU (Ireland),i2.8xlarge,$7.502 per Hour,3007.6,14560,1359.26,30253,21920,1083.32,57264
Windows with SQL Standard,EU (Ireland),m3.xlarge,$0.308 per Hour,169.36,886,82.49,1838,1345,66.43,3512
Windows with SQL Standard,EU (Ireland),r3.4xlarge,$1.560 per Hour,835.12,5580,251.12,8421,10660,198.56,16739
Windows,EU (Ireland),t2.medium,$0.056 per Hour,29.2,228,8.76,326,392,8.76,664
Windows,EU (Ireland),c3.xlarge,$0.239 per Hour,131.4,652,60.59,1351,1016,51.83,2708
Windows with SQL Web,EU (Ireland),i2.2xlarge,$1.876 per Hour,751.9,3640,340.18,7567,5480,270.83,14316
RHEL,EU (Ireland),c4.2xlarge,$0.528 per Hour,289.08,1508,125.56,2956,3200,87.6,5972
SLES,EU (Ireland),t2.micro,$0.014 per Hour,7.3,57,2.19,81,98,2.19,166
Windows with SQL Web,EU (Ireland),i2.8xlarge,$7.502 per Hour,3007.6,14560,1359.26,30253,21920,1083.32,57264
Windows with SQL Web,EU (Ireland),t2.medium,$0.056 per Hour,29.2,228,8.76,326,392,8.76,664
Windows with SQL Standard,EU (Ireland),r3.2xlarge,$0.780 per Hour,417.56,2790,125.56,4210,5330,99.28,8369
Windows with SQL Web,EU (Ireland),c4.4xlarge,$1.056 per Hour,578.16,3016,251.12,5912,6400,175.2,11944
Linux,EU (Ireland),g2.2xlarge,$0.702 per Hour,375.22,2500,112.42,3772,6820,47.45,8016
Windows,EU (Ireland),r3.large,$0.195 per Hour,104.39,698,31.39,1053,1333,24.82,2092
Linux,EU (Ireland),c4.xlarge,$0.264 per Hour,144.54,754,62.78,1478,1600,43.8,2986
Windows with SQL Web,EU (Ireland),r3.large,$0.195 per Hour,104.39,698,31.39,1053,1333,24.82,2092
Windows with SQL Standard,EU (Ireland),g2.2xlarge,$0.702 per Hour,375.22,2500,112.42,3772,6820,47.45,8016
RHEL,EU (Ireland),c4.xlarge,$0.264 per Hour,144.54,754,62.78,1478,1600,43.8,2986
Windows,EU (Ireland),c3.large,$0.120 per Hour,65.7,326,29.93,671,508,26.28,1366
Windows,EU (Ireland),r3.8xlarge,$3.120 per Hour,1670.24,11160,502.24,16843,21320,397.12,33479
Linux,EU (Ireland),m3.medium,$0.077 per Hour,42.34,222,20.44,457,337,16.79,884
RHEL,EU (Ireland),i2.8xlarge,$7.502 per Hour,3007.6,14560,1359.26,30253,21920,1083.32,57264
RHEL,EU (Ireland),c3.4xlarge,$0.956 per Hour,525.6,2608,240.9,5388,4063,207.32,10834
RHEL,EU (Ireland),c3.2xlarge,$0.478 per Hour,262.8,1304,120.45,2694,2031,103.66,5416
SLES,EU (Ireland),i2.2xlarge,$1.876 per Hour,751.9,3640,340.18,7567,5480,270.83,14316
RHEL,EU (Ireland),c4.large,$0.132 per Hour,72.27,377,31.39,739,800,21.9,1493
Windows with SQL Standard,EU (Ireland),t2.medium,$0.056 per Hour,29.2,228,8.76,326,392,8.76,664
RHEL,EU (Ireland),r3.xlarge,$0.390 per Hour,208.78,1395,62.78,2105,2665,49.64,4184
SLES,EU (Ireland),i2.8xlarge,$7.502 per Hour,3007.6,14560,1359.26,30253,21920,1083.32,57264
Windows,EU (Ireland),c4.2xlarge,$0.528 per Hour,289.08,1508,125.56,2956,3200,87.6,5972
Windows with SQL Web,EU (Ireland),m3.xlarge,$0.308 per Hour,169.36,886,82.49,1838,1345,66.43,3512
Windows with SQL Web,EU (Ireland),t2.small,$0.028 per Hour,14.6,114,4.38,163,196,4.38,332
Linux,EU (Ireland),r3.large,$0.195 per Hour,104.39,698,31.39,1053,1333,24.82,2092
SLES,EU (Ireland),r3.8xlarge,$3.120 per Hour,1670.24,11160,502.24,16843,21320,397.12,33479
Windows with SQL Standard,EU (Ireland),i2.xlarge,$0.938 per Hour,375.95,1820,170.09,3783,2740,135.78,7170
Windows with SQL Standard,EU (Ireland),i2.8xlarge,$7.502 per Hour,3007.6,14560,1359.26,30253,21920,1083.32,57264
Windows,EU (Ireland),t2.small,$0.028 per Hour,14.6,114,4.38,163,196,4.38,332
Windows,EU (Ireland),hs1.8xlarge,$4.900 per Hour,2086.34,11213,848.99,20972,16924,851.18,44712
Windows with SQL Web,EU (Ireland),t2.micro,$0.014 per Hour,7.3,57,2.19,81,98,2.19,166
Windows,EU (Ireland),c4.xlarge,$0.264 per Hour,144.54,754,62.78,1478,1600,43.8,2986
Windows with SQL Web,EU (Ireland),c3.large,$0.120 per Hour,65.7,326,29.93,671,508,26.28,1366
Windows with SQL Web,EU (Ireland),c4.8xlarge,$2.112 per Hour,1156.32,6032,502.24,11824,12800,350.4,23888
SLES,EU (Ireland),c3.xlarge,$0.239 per Hour,131.4,652,60.59,1351,1016,51.83,2708
Linux,EU (Ireland),t2.small,$0.028 per Hour,14.6,114,4.38,163,196,4.38,332
Windows with SQL Standard,EU (Ireland),c3.large,$0.120 per Hour,65.7,326,29.93,671,508,26.28,1366
Linux,EU (Ireland),c4.4xlarge,$1.056 per Hour,578.16,3016,251.12,5912,6400,175.2,11944
Windows,EU (Ireland),c4.4xlarge,$1.056 per Hour,578.16,3016,251.12,5912,6400,175.2,11944
Linux,EU (Ireland),c3.4xlarge,$0.956 per Hour,525.6,2608,240.9,5388,4063,207.32,10834
Windows,EU (Ireland),c4.large,$0.132 per Hour,72.27,377,31.39,739,800,21.9,1493
Windows with SQL Standard,EU (Ireland),hs1.8xlarge,$4.900 per Hour,2086.34,11213,848.99,20972,16924,851.18,44712
Windows,EU (Ireland),c3.2xlarge,$0.478 per Hour,262.8,1304,120.45,2694,2031,103.66,5416
Windows with SQL Standard,EU (Ireland),c4.8xlarge,$2.112 per Hour,1156.32,6032,502.24,11824,12800,350.4,23888
Windows,EU (Ireland),c3.4xlarge,$0.956 per Hour,525.6,2608,240.9,5388,4063,207.32,10834
RHEL,EU (Ireland),r3.2xlarge,$0.780 per Hour,417.56,2790,125.56,4210,5330,99.28,8369
RHEL,EU (Ireland),c4.4xlarge,$1.056 per Hour,578.16,3016,251.12,5912,6400,175.2,11944
Windows with SQL Standard,EU (Ireland),r3.large,$0.195 per Hour,104.39,698,31.39,1053,1333,24.82,2092
Windows with SQL Web,EU (Ireland),r3.xlarge,$0.390 per Hour,208.78,1395,62.78,2105,2665,49.64,4184
SLES,EU (Ireland),c3.4xlarge,$0.956 per Hour,525.6,2608,240.9,5388,4063,207.32,10834
RHEL,EU (Ireland),g2.2xlarge,$0.702 per Hour,375.22,2500,112.42,3772,6820,47.45,8016
SLES,EU (Ireland),c4.xlarge,$0.264 per Hour,144.54,754,62.78,1478,1600,43.8,2986
SLES,EU (Ireland),c4.8xlarge,$2.112 per Hour,1156.32,6032,502.24,11824,12800,350.4,23888
RHEL,EU (Ireland),c3.large,$0.120 per Hour,65.7,326,29.93,671,508,26.28,1366
RHEL,EU (Ireland),i2.xlarge,$0.938 per Hour,375.95,1820,170.09,3783,2740,135.78,7170
Windows with SQL Web,EU (Ireland),c3.4xlarge,$0.956 per Hour,525.6,2608,240.9,5388,4063,207.32,10834
Linux,EU (Ireland),m3.2xlarge,$0.616 per Hour,338.72,1772,164.25,3668,2691,132.86,7025
Windows,EU (Ireland),t2.micro,$0.014 per Hour,7.3,57,2.19,81,98,2.19,166
RHEL,EU (Ireland),m3.medium,$0.077 per Hour,42.34,222,20.44,457,337,16.79,884
Linux,EU (Ireland),hs1.8xlarge,$4.900 per Hour,2086.34,11213,848.99,20972,16924,851.18,44712
SLES,EU (Ireland),m3.2xlarge,$0.616 per Hour,338.72,1772,164.25,3668,2691,132.86,7025
RHEL,EU (Ireland),m3.large,$0.154 per Hour,84.68,443,41.61,923,673,33.58,1768
Linux,EU (Ireland),c4.8xlarge,$2.112 per Hour,1156.32,6032,502.24,11824,12800,350.4,23888
Windows,EU (Ireland),i2.xlarge,$0.938 per Hour,375.95,1820,170.09,3783,2740,135.78,7170
RHEL,EU (Ireland),t2.small,$0.028 per Hour,14.6,114,4.38,163,196,4.38,332
RHEL,EU (Ireland),m3.2xlarge,$0.616 per Hour,338.72,1772,164.25,3668,2691,132.86,7025
Windows,EU (Ireland),c4.8xlarge,$2.112 per Hour,1156.32,6032,502.24,11824,12800,350.4,23888
Linux,EU (Ireland),m3.large,$0.154 per Hour,84.68,443,41.61,923,673,33.58,1768
Windows with SQL Standard,EU (Ireland),c4.2xlarge,$0.528 per Hour,289.08,1508,125.56,2956,3200,87.6,5972
Windows with SQL Web,EU (Ireland),m3.2xlarge,$0.616 per Hour,338.72,1772,164.25,3668,2691,132.86,7025
RHEL,EU (Ireland),hs1.8xlarge,$4.900 per Hour,2086.34,11213,848.99,20972,16924,851.18,44712
Windows with SQL Web,EU (Ireland),c4.2xlarge,$0.528 per Hour,289.08,1508,125.56,2956,3200,87.6,5972
Windows with SQL Standard,EU (Ireland),i2.2xlarge,$1.876 per Hour,751.9,3640,340.18,7567,5480,270.83,14316
Linux,EU (Ireland),c3.large,$0.120 per Hour,65.7,326,29.93,671,508,26.28,1366
SLES,EU (Ireland),c4.4xlarge,$1.056 per Hour,578.16,3016,251.12,5912,6400,175.2,11944
Windows with SQL Web,EU (Ireland),r3.4xlarge,$1.560 per Hour,835.12,5580,251.12,8421,10660,198.56,16739
Windows,EU (Ireland),m3.large,$0.154 per Hour,84.68,443,41.61,923,673,33.58,1768
Windows with SQL Standard,EU (Ireland),t2.micro,$0.014 per Hour,7.3,57,2.19,81,98,2.19,166
Windows,EU (Ireland),m3.medium,$0.077 per Hour,42.34,222,20.44,457,337,16.79,884
Linux,EU (Ireland),i2.2xlarge,$1.876 per Hour,751.9,3640,340.18,7567,5480,270.83,14316
RHEL,EU (Ireland),i2.4xlarge,$3.751 per Hour,1503.8,7280,679.63,15126,10960,541.66,28632
SLES,EU (Ireland),hs1.8xlarge,$4.900 per Hour,2086.34,11213,848.99,20972,16924,851.18,44712
Windows,EU (Ireland),i2.4xlarge,$3.751 per Hour,1503.8,7280,679.63,15126,10960,541.66,28632
Linux,EU (Ireland),c4.2xlarge,$0.528 per Hour,289.08,1508,125.56,2956,3200,87.6,5972
Linux,EU (Ireland),c3.xlarge,$0.239 per Hour,131.4,652,60.59,1351,1016,51.83,2708
Windows with SQL Standard,EU (Ireland),c4.4xlarge,$1.056 per Hour,578.16,3016,251.12,5912,6400,175.2,11944
SLES,EU (Ireland),c3.2xlarge,$0.478 per Hour,262.8,1304,120.45,2694,2031,103.66,5416
SLES,EU (Ireland),g2.2xlarge,$0.702 per Hour,375.22,2500,112.42,3772,6820,47.45,8016
SLES,EU (Ireland),m3.medium,$0.077 per Hour,42.34,222,20.44,457,337,16.79,884
RHEL,EU (Ireland),c3.8xlarge,$1.912 per Hour,1051.2,5216,482.53,10786,8126,414.64,21669
RHEL,EU (Ireland),r3.8xlarge,$3.120 per Hour,1670.24,11160,502.24,16843,21320,397.12,33479
Windows with SQL Standard,EU (Ireland),c3.8xlarge,$1.912 per Hour,1051.2,5216,482.53,10786,8126,414.64,21669
Linux,EU (Ireland),r3.4xlarge,$1.560 per Hour,835.12,5580,251.12,8421,10660,198.56,16739
Windows with SQL Web,EU (Ireland),r3.8xlarge,$3.120 per Hour,1670.24,11160,502.24,16843,21320,397.12,33479
Windows with SQL Web,EU (Ireland),c4.large,$0.132 per Hour,72.27,377,31.39,739,800,21.9,1493
Linux,EU (Ireland),t2.medium,$0.056 per Hour,29.2,228,8.76,326,392,8.76,664
SLES,EU (Ireland),c3.8xlarge,$1.912 per Hour,1051.2,5216,482.53,10786,8126,414.64,21669
Windows,EU (Ireland),c3.8xlarge,$1.912 per Hour,1051.2,5216,482.53,10786,8126,414.64,21669
Windows with SQL Web,EU (Ireland),m3.large,$0.154 per Hour,84.68,443,41.61,923,673,33.58,1768
Windows with SQL Standard,EU (Ireland),t2.small,$0.028 per Hour,14.6,114,4.38,163,196,4.38,332
Linux,EU (Ireland),i2.xlarge,$0.938 per Hour,375.95,1820,170.09,3783,2740,135.78,7170
Windows with SQL Standard,EU (Ireland),c3.4xlarge,$0.956 per Hour,525.6,2608,240.9,5388,4063,207.32,10834
RHEL,EU (Ireland),r3.large,$0.195 per Hour,104.39,698,31.39,1053,1333,24.82,2092
Windows with SQL Standard,EU (Ireland),c3.xlarge,$0.239 per Hour,131.4,652,60.59,1351,1016,51.83,2708
Windows with SQL Web,EU (Ireland),i2.xlarge,$0.938 per Hour,375.95,1820,170.09,3783,2740,135.78,7170
Linux,EU (Ireland),c3.8xlarge,$1.912 per Hour,1051.2,5216,482.53,10786,8126,414.64,21669
RHEL,EU (Ireland),i2.2xlarge,$1.876 per Hour,751.9,3640,340.18,7567,5480,270.83,14316
Windows with SQL Web,EU (Ireland),g2.2xlarge,$0.702 per Hour,375.22,2500,112.42,3772,6820,47.45,8016
Windows with SQL Web,EU (Ireland),m3.medium,$0.077 per Hour,42.34,222,20.44,457,337,16.79,884
Windows with SQL Web,EU (Ireland),hs1.8xlarge,$4.900 per Hour,2086.34,11213,848.99,20972,16924,851.18,44712
Windows with SQL Standard,EU (Ireland),r3.xlarge,$0.390 per Hour,208.78,1395,62.78,2105,2665,49.64,4184
RHEL,EU (Ireland),r3.4xlarge,$1.560 per Hour,835.12,5580,251.12,8421,10660,198.56,16739
SLES,EU (Ireland),c4.large,$0.132 per Hour,72.27,377,31.39,739,800,21.9,1493
RHEL,EU (Ireland),t2.micro,$0.014 per Hour,7.3,57,2.19,81,98,2.19,166
SLES,EU (Ireland),c4.2xlarge,$0.528 per Hour,289.08,1508,125.56,2956,3200,87.6,5972
Linux,EU (Ireland),r3.8xlarge,$3.120 per Hour,1670.24,11160,502.24,16843,21320,397.12,33479
RHEL,EU (Ireland),c3.xlarge,$0.239 per Hour,131.4,652,60.59,1351,1016,51.83,2708
SLES,EU (Ireland),i2.xlarge,$0.938 per Hour,375.95,1820,170.09,3783,2740,135.78,7170
Windows with SQL Web,EU (Ireland),c3.8xlarge,$1.912 per Hour,1051.2,5216,482.53,10786,8126,414.64,21669
Windows with SQL Standard,EU (Ireland),c4.large,$0.132 per Hour,72.27,377,31.39,739,800,21.9,1493
SLES,EU (Ireland),m3.xlarge,$0.308 per Hour,169.36,886,82.49,1838,1345,66.43,3512
Windows with SQL Standard,EU (Ireland),m3.2xlarge,$0.616 per Hour,338.72,1772,164.25,3668,2691,132.86,7025
Windows with SQL Standard,EU (Ireland),i2.4xlarge,$3.751 per Hour,1503.8,7280,679.63,15126,10960,541.66,28632
Windows with SQL Web,EU (Ireland),c4.xlarge,$0.264 per Hour,144.54,754,62.78,1478,1600,43.8,2986
Windows with SQL Standard,EU (Ireland),m3.medium,$0.077 per Hour,42.34,222,20.44,457,337,16.79,884
RHEL,EU (Ireland),t2.medium,$0.056 per Hour,29.2,228,8.76,326,392,8.76,664
Windows with SQL Web,EU (Ireland),c3.2xlarge,$0.478 per Hour,262.8,1304,120.45,2694,2031,103.66,5416
Windows,EU (Ireland),r3.2xlarge,$0.780 per Hour,417.56,2790,125.56,4210,5330,99.28,8369
Windows,EU (Ireland),g2.2xlarge,$0.702 per Hour,375.22,2500,112.42,3772,6820,47.45,8016
Linux,EU (Ireland),r3.2xlarge,$0.780 per Hour,417.56,2790,125.56,4210,5330,99.28,8369
Linux,EU (Ireland),c3.2xlarge,$0.478 per Hour,262.8,1304,120.45,2694,2031,103.66,5416
Linux,EU (Ireland),r3.xlarge,$0.390 per Hour,208.78,1395,62.78,2105,2665,49.64,4184
Linux,South America (Sao Paulo),c3.8xlarge,$2.600 per Hour,1436.64,10840,385.44,15155,27816,87.6,29111
SLES,South America (Sao Paulo),c3.large,$0.163 per Hour,89.79,678,24.09,947,1739,5.84,1832
RHEL,South America (Sao Paulo),c3.2xlarge,$0.650 per Hour,359.16,2710,96.36,3788,6954,21.9,7277
Windows with SQL Web,South America (Sao Paulo),c3.8xlarge,$2.600 per Hour,1436.64,10840,385.44,15155,27816,87.6,29111
Linux,South America (Sao Paulo),c3.xlarge,$0.325 per Hour,179.58,1355,48.18,1894,3477,10.95,3638
Linux,South America (Sao Paulo),m3.2xlarge,$0.761 per Hour,350.4,2178,121.18,3559,3631,123.37,7587
SLES,South America (Sao Paulo),c3.2xlarge,$0.650 per Hour,359.16,2710,96.36,3788,6954,21.9,7277
Windows,South America (Sao Paulo),c3.8xlarge,$2.600 per Hour,1436.64,10840,385.44,15155,27816,87.6,29111
Linux,South America (Sao Paulo),t2.micro,$0.027 per Hour,13.14,112,2.19,135,240,2.19,299
RHEL,South America (Sao Paulo),c3.8xlarge,$2.600 per Hour,1436.64,10840,385.44,15155,27816,87.6,29111
Windows with SQL Web,South America (Sao Paulo),c3.xlarge,$0.325 per Hour,179.58,1355,48.18,1894,3477,10.95,3638
Windows with SQL Standard,South America (Sao Paulo),c3.2xlarge,$0.650 per Hour,359.16,2710,96.36,3788,6954,21.9,7277
SLES,South America (Sao Paulo),c3.4xlarge,$1.300 per Hour,718.32,5420,192.72,7577,13908,43.8,14555
Windows with SQL Standard,South America (Sao Paulo),c3.8xlarge,$2.600 per Hour,1436.64,10840,385.44,15155,27816,87.6,29111
Windows with SQL Web,South America (Sao Paulo),t2.small,$0.054 per Hour,26.28,224,4.38,271,480,4.38,599
Windows with SQL Web,South America (Sao Paulo),m3.large,$0.190 per Hour,87.6,545,29.93,886,908,31.39,1915
SLES,South America (Sao Paulo),m3.xlarge,$0.381 per Hour,175.2,1089,60.59,1779,1815,62.05,3805
Windows with SQL Web,South America (Sao Paulo),m3.xlarge,$0.381 per Hour,175.2,1089,60.59,1779,1815,62.05,3805
RHEL,South America (Sao Paulo),c3.large,$0.163 per Hour,89.79,678,24.09,947,1739,5.84,1832
Linux,South America (Sao Paulo),t2.medium,$0.108 per Hour,52.56,448,8.76,542,960,8.76,1198
RHEL,South America (Sao Paulo),m3.xlarge,$0.381 per Hour,175.2,1089,60.59,1779,1815,62.05,3805
Windows with SQL Standard,South America (Sao Paulo),c3.xlarge,$0.325 per Hour,179.58,1355,48.18,1894,3477,10.95,3638
Windows,South America (Sao Paulo),t2.small,$0.054 per Hour,26.28,224,4.38,271,480,4.38,599
RHEL,South America (Sao Paulo),t2.micro,$0.027 per Hour,13.14,112,2.19,135,240,2.19,299
RHEL,South America (Sao Paulo),m3.2xlarge,$0.761 per Hour,350.4,2178,121.18,3559,3631,123.37,7587
RHEL,South America (Sao Paulo),m3.medium,$0.095 per Hour,43.8,272,15.33,446,454,15.33,945
Windows,South America (Sao Paulo),m3.large,$0.190 per Hour,87.6,545,29.93,886,908,31.39,1915
Windows,South America (Sao Paulo),c3.xlarge,$0.325 per Hour,179.58,1355,48.18,1894,3477,10.95,3638
Linux,South America (Sao Paulo),c3.large,$0.163 per Hour,89.79,678,24.09,947,1739,5.84,1832
Windows with SQL Standard,South America (Sao Paulo),m3.large,$0.190 per Hour,87.6,545,29.93,886,908,31.39,1915
RHEL,South America (Sao Paulo),c3.xlarge,$0.325 per Hour,179.58,1355,48.18,1894,3477,10.95,3638
SLES,South America (Sao Paulo),c3.xlarge,$0.325 per Hour,179.58,1355,48.18,1894,3477,10.95,3638
Linux,South America (Sao Paulo),t2.small,$0.054 per Hour,26.28,224,4.38,271,480,4.38,599
Windows with SQL Web,South America (Sao Paulo),t2.medium,$0.108 per Hour,52.56,448,8.76,542,960,8.76,1198
SLES,South America (Sao Paulo),m3.2xlarge,$0.761 per Hour,350.4,2178,121.18,3559,3631,123.37,7587
RHEL,South America (Sao Paulo),t2.small,$0.054 per Hour,26.28,224,4.38,271,480,4.38,599
Linux,South America (Sao Paulo),c3.4xlarge,$1.300 per Hour,718.32,5420,192.72,7577,13908,43.8,14555
Windows with SQL Web,South America (Sao Paulo),c3.large,$0.163 per Hour,89.79,678,24.09,947,1739,5.84,1832
Windows with SQL Standard,South America (Sao Paulo),m3.medium,$0.095 per Hour,43.8,272,15.33,446,454,15.33,945
Windows,South America (Sao Paulo),m3.medium,$0.095 per Hour,43.8,272,15.33,446,454,15.33,945
SLES,South America (Sao Paulo),t2.medium,$0.108 per Hour,52.56,448,8.76,542,960,8.76,1198
RHEL,South America (Sao Paulo),t2.medium,$0.108 per Hour,52.56,448,8.76,542,960,8.76,1198
SLES,South America (Sao Paulo),m3.medium,$0.095 per Hour,43.8,272,15.33,446,454,15.33,945
Windows with SQL Standard,South America (Sao Paulo),m3.xlarge,$0.381 per Hour,175.2,1089,60.59,1779,1815,62.05,3805
Windows with SQL Web,South America (Sao Paulo),c3.2xlarge,$0.650 per Hour,359.16,2710,96.36,3788,6954,21.9,7277
Linux,South America (Sao Paulo),m3.large,$0.190 per Hour,87.6,545,29.93,886,908,31.39,1915
Windows with SQL Standard,South America (Sao Paulo),t2.micro,$0.027 per Hour,13.14,112,2.19,135,240,2.19,299
RHEL,South America (Sao Paulo),c3.4xlarge,$1.300 per Hour,718.32,5420,192.72,7577,13908,43.8,14555
Linux,South America (Sao Paulo),m3.xlarge,$0.381 per Hour,175.2,1089,60.59,1779,1815,62.05,3805
SLES,South America (Sao Paulo),t2.small,$0.054 per Hour,26.28,224,4.38,271,480,4.38,599
Windows with SQL Web,South America (Sao Paulo),t2.micro,$0.027 per Hour,13.14,112,2.19,135,240,2.19,299
Windows,South America (Sao Paulo),m3.xlarge,$0.381 per Hour,175.2,1089,60.59,1779,1815,62.05,3805
Windows with SQL Standard,South America (Sao Paulo),t2.small,$0.054 per Hour,26.28,224,4.38,271,480,4.38,599
SLES,South America (Sao Paulo),c3.8xlarge,$2.600 per Hour,1436.64,10840,385.44,15155,27816,87.6,29111
Windows,South America (Sao Paulo),c3.large,$0.163 per Hour,89.79,678,24.09,947,1739,5.84,1832
Windows,South America (Sao Paulo),c3.4xlarge,$1.300 per Hour,718.32,5420,192.72,7577,13908,43.8,14555
Windows with SQL Standard,South America (Sao Paulo),c3.4xlarge,$1.300 per Hour,718.32,5420,192.72,7577,13908,43.8,14555
Linux,South America (Sao Paulo),c3.2xlarge,$0.650 per Hour,359.16,2710,96.36,3788,6954,21.9,7277
Windows with SQL Web,South America (Sao Paulo),m3.medium,$0.095 per Hour,43.8,272,15.33,446,454,15.33,945
Windows,South America (Sao Paulo),c3.2xlarge,$0.650 per Hour,359.16,2710,96.36,3788,6954,21.9,7277
Windows with SQL Standard,South America (Sao Paulo),t2.medium,$0.108 per Hour,52.56,448,8.76,542,960,8.76,1198
Linux,South America (Sao Paulo),m3.medium,$0.095 per Hour,43.8,272,15.33,446,454,15.33,945
